ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Field,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
TL03543,12.048442877758024,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Full-Time,Zoom,Waterfall,AWS Certified,Spanish,Finance
TL03544,25.24072592763127,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Scientist,Cloud infrastructure,Freelancer,Zoom,Agile,PMP,Chinese,Technology
TL03545,7.258723132372311,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Engineer,Mobile app,Short-Term,Microsoft Teams,Waterfall,None,English,Finance
TL03546,14.668481729698719,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,E-commerce platform,Mid-Term,Microsoft Teams,Agile,PMP,Chinese,Education
TL03547,1.1171698939429993,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Mobile app,Freelancer,Zoom,Agile,None,Spanish,Technology
TL03548,-3.7707537699847524,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Mobile app,Long-Term,Zoom,Agile,AWS Certified,Spanish,Finance
TL03549,14.408615635831783,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,E-commerce platform,Long-Term,Zoom,Waterfall,None,English,Education
TL03550,11.837154093533904,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Engineer,Mobile app,Full-Time,Slack,Waterfall,PMP,English,Finance
TL03551,4.7646496669984995,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,Cloud infrastructure,Mid-Term,Microsoft Teams,Waterfall,None,English,Healthcare
TL03552,19.946793609964182,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,E-commerce platform,Long-Term,Microsoft Teams,Agile,None,English,Finance
TL03553,-4.314109495285955,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,E-commerce platform,Full-Time,Slack,Waterfall,None,English,Education
TL03554,-0.5781413881363466,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Company Project,Short-Term,Microsoft Teams,Agile,PMP,Chinese,Healthcare
TL03555,4.2252534925042475,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Scientist,Mobile app,Freelancer,Slack,Agile,AWS Certified,Korean,Healthcare
TL03556,5.528717941750964,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Cloud infrastructure,Short-Term,Slack,Waterfall,PMP,Korean,Healthcare
TL03557,18.263104787220662,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Engineer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,AWS Certified,Chinese,Finance
TL03558,8.36390283098126,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,None,Spanish,Technology
TL03559,6.671215351185472,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Company Project,Mid-Term,Microsoft Teams,Agile,AWS Certified,Korean,Technology
TL03560,-0.8575859770508316,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Engineer,Company Project,Freelancer,Zoom,Agile,AWS Certified,English,Healthcare
TL03561,15.615772666649146,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,PMP,Korean,Healthcare
TL03562,0.0746666175932571,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,DevOps,Cloud infrastructure,Long-Term,Zoom,Waterfall,None,Korean,Finance
TL03563,-0.8897724621203604,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Cloud infrastructure,Long-Term,Zoom,Waterfall,None,English,Healthcare
TL03564,5.222120374953681,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,E-commerce platform,Full-Time,Slack,Agile,PMP,Spanish,Healthcare
TL03565,9.16075690111263,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Mobile app,Freelancer,Microsoft Teams,Agile,None,English,Education
TL03566,2.986067889716372,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,PMP,Chinese,Education
TL03567,12.962185214259748,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Scientist,Mobile app,Full-Time,Microsoft Teams,Agile,PMP,Chinese,Healthcare
TL03568,6.041942644658416,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,Mobile app,Full-Time,Microsoft Teams,Waterfall,AWS Certified,Chinese,Finance
TL03569,15.379052732945244,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,PMP,Spanish,Finance
TL03570,11.550818103031244,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,Mobile app,Long-Term,Slack,Agile,PMP,Spanish,Education
TL03571,20.54277725878356,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,DevOps,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,AWS Certified,Spanish,Education
TL03572,4.928736700793178,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Mobile app,Part-Time,Microsoft Teams,Agile,PMP,Spanish,Finance
TL03573,13.919516066621462,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,E-commerce platform,Short-Term,Slack,Agile,AWS Certified,Korean,Healthcare
TL03574,-4.47014623284438,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Company Project,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Education
TL03575,28.233237689056583,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Agile,AWS Certified,English,Education
TL03576,13.56983547397369,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Cloud infrastructure,Full-Time,Slack,Waterfall,AWS Certified,Spanish,Healthcare
TL03577,5.948756832155379,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Cloud infrastructure,Freelancer,Slack,Waterfall,None,Chinese,Healthcare
TL03578,6.208666080720199,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Frontend Developer,Mobile app,Long-Term,Slack,Waterfall,None,Spanish,Finance
TL03579,6.293262292653153,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Backend Developer,E-commerce platform,Mid-Term,Microsoft Teams,Waterfall,AWS Certified,Korean,Finance
TL03580,20.88220179040577,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Cloud infrastructure,Short-Term,Zoom,Waterfall,None,Spanish,Technology
TL03581,14.30102987025079,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,Cloud infrastructure,Part-Time,Slack,Waterfall,PMP,Chinese,Healthcare
TL03582,4.92112175427858,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Freelancer,Slack,Waterfall,None,Chinese,Education
TL03583,-0.6395497850692777,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Scientist,Company Project,Full-Time,Slack,Agile,None,Korean,Healthcare
TL03584,16.380996184091963,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Company Project,Mid-Term,Slack,Agile,PMP,Korean,Finance
TL03585,13.881614581992999,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Engineer,Company Project,Freelancer,Slack,Waterfall,PMP,Spanish,Education
TL03586,12.957663920814687,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,DevOps,Open Source Contribution,Freelancer,Zoom,Agile,None,Spanish,Technology
TL03587,7.434610658732472,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Mobile app,Part-Time,Slack,Agile,PMP,Spanish,Finance
TL03588,5.925617725520764,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Engineer,Mobile app,Long-Term,Zoom,Agile,PMP,English,Finance
TL03589,19.80002904640603,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Scientist,Cloud infrastructure,Part-Time,Slack,Waterfall,AWS Certified,English,Healthcare
TL03590,20.45043616982492,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Scientist,Company Project,Mid-Term,Microsoft Teams,Waterfall,None,Spanish,Healthcare
TL03591,12.494593178304356,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,Mobile app,Long-Term,Zoom,Agile,PMP,Spanish,Finance
TL03592,14.79936990576044,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,DevOps,Mobile app,Short-Term,Slack,Agile,None,Spanish,Healthcare
TL03593,9.670370537076112,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Scientist,Cloud infrastructure,Mid-Term,Microsoft Teams,Waterfall,PMP,Korean,Education
TL03594,-1.5564580086189697,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Scientist,Mobile app,Part-Time,Microsoft Teams,Agile,None,Chinese,Healthcare
TL03595,1.171414014117679,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Frontend Developer,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Finance
TL03596,16.032026902313767,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Scientist,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,None,Spanish,Finance
TL03597,16.92343974646055,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,PMP,English,Education
TL03598,15.388545888364021,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Backend Developer,Mobile app,Mid-Term,Slack,Agile,AWS Certified,Chinese,Finance
TL03599,10.438970680525166,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,E-commerce platform,Short-Term,Zoom,Waterfall,None,Spanish,Finance
TL03600,15.648384790444101,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Company Project,Long-Term,Slack,Agile,AWS Certified,Spanish,Education
TL03601,7.613609385808391,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Open Source Contribution,Part-Time,Zoom,Agile,PMP,English,Finance
TL03602,12.363635229222357,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,DevOps,Cloud infrastructure,Freelancer,Slack,Waterfall,None,Chinese,Finance
TL03603,6.589231781234172,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Scientist,Mobile app,Full-Time,Slack,Waterfall,AWS Certified,Chinese,Education
TL03604,0.6328698243717357,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,E-commerce platform,Short-Term,Zoom,Agile,None,English,Finance
TL03605,14.063520565283088,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Frontend Developer,Mobile app,Freelancer,Slack,Waterfall,PMP,Chinese,Finance
TL03606,16.93335922052264,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Company Project,Full-Time,Slack,Waterfall,AWS Certified,Spanish,Finance
TL03607,25.313436801941123,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,Company Project,Freelancer,Slack,Waterfall,PMP,Chinese,Finance
TL03608,9.86561233827516,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,Company Project,Long-Term,Microsoft Teams,Agile,AWS Certified,English,Finance
TL03609,0.6956124564350494,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Mobile app,Short-Term,Zoom,Waterfall,None,English,Healthcare
TL03610,5.72413752276743,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,None,Chinese,Finance
TL03611,7.070093677344097,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,DevOps,E-commerce platform,Part-Time,Slack,Waterfall,PMP,Korean,Education
TL03612,9.058027575267076,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,E-commerce platform,Mid-Term,Zoom,Agile,AWS Certified,Chinese,Finance
TL03613,11.311513525568547,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,Mobile app,Full-Time,Slack,Agile,AWS Certified,Chinese,Healthcare
TL03614,10.55722356604897,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Open Source Contribution,Short-Term,Slack,Waterfall,AWS Certified,Chinese,Education
TL03615,13.451951022407494,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Backend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,None,Spanish,Education
TL03616,9.40002420474572,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Open Source Contribution,Full-Time,Zoom,Waterfall,AWS Certified,Chinese,Healthcare
TL03617,-7.53523655645005,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Backend Developer,E-commerce platform,Freelancer,Slack,Waterfall,PMP,Spanish,Education
TL03618,9.607708147437867,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Engineer,Company Project,Part-Time,Slack,Waterfall,AWS Certified,Spanish,Education
TL03619,8.626264320700388,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Company Project,Mid-Term,Microsoft Teams,Agile,PMP,Spanish,Healthcare
TL03620,11.86646878881578,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Scientist,E-commerce platform,Long-Term,Microsoft Teams,Agile,AWS Certified,Spanish,Finance
TL03621,5.493171450282524,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,E-commerce platform,Short-Term,Slack,Agile,None,Spanish,Education
TL03622,9.582486820895785,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Backend Developer,Open Source Contribution,Part-Time,Microsoft Teams,Agile,None,Chinese,Healthcare
TL03623,11.90823742446668,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Mobile app,Freelancer,Microsoft Teams,Waterfall,AWS Certified,Spanish,Healthcare
TL03624,6.901274933446159,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Engineer,Mobile app,Short-Term,Slack,Waterfall,None,Spanish,Finance
TL03625,12.744462524792143,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Mobile app,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Technology
TL03626,8.510186456387485,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Cloud infrastructure,Part-Time,Zoom,Agile,None,Spanish,Technology
TL03627,9.11507467850808,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,E-commerce platform,Long-Term,Zoom,Agile,AWS Certified,Chinese,Education
TL03628,-12.410283765057656,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Company Project,Short-Term,Zoom,Agile,AWS Certified,Korean,Education
TL03629,0.024012910295065915,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,E-commerce platform,Freelancer,Slack,Waterfall,PMP,English,Finance
TL03630,0.0430364912055623,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Backend Developer,Open Source Contribution,Full-Time,Slack,Waterfall,AWS Certified,Chinese,Education
TL03631,9.532202858061167,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,Korean,Technology
TL03632,16.90917896260764,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,E-commerce platform,Long-Term,Slack,Agile,None,English,Healthcare
TL03633,7.192256164486834,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Scientist,Cloud infrastructure,Mid-Term,Zoom,Waterfall,None,Spanish,Healthcare
TL03634,13.949763692562179,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Backend Developer,Company Project,Long-Term,Microsoft Teams,Waterfall,None,Spanish,Finance
TL03635,12.551407892727124,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Frontend Developer,Mobile app,Mid-Term,Zoom,Waterfall,None,English,Finance
TL03636,8.997881319988538,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Mobile app,Part-Time,Microsoft Teams,Waterfall,None,Spanish,Finance
TL03637,12.032205005269866,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,Cloud infrastructure,Freelancer,Slack,Waterfall,AWS Certified,Korean,Healthcare
TL03638,9.739192814415585,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Frontend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,None,English,Education
TL03639,7.025432588888876,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Company Project,Long-Term,Microsoft Teams,Agile,PMP,English,Education
TL03640,10.753725139228093,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Scientist,E-commerce platform,Part-Time,Slack,Agile,None,Chinese,Healthcare
TL03641,18.132225417472508,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Backend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,PMP,English,Education
TL03642,11.324604167498459,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Company Project,Long-Term,Zoom,Agile,PMP,Chinese,Technology
TL03643,9.543659092008777,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Mobile app,Freelancer,Slack,Waterfall,PMP,Chinese,Finance
TL03644,1.8864555398433183,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Company Project,Short-Term,Slack,Waterfall,AWS Certified,English,Education
TL03645,17.91723337634677,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Backend Developer,E-commerce platform,Long-Term,Zoom,Waterfall,PMP,Chinese,Education
TL03646,-1.815533655898557,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Engineer,E-commerce platform,Short-Term,Slack,Agile,None,Spanish,Finance
TL03647,-3.9057015508878496,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Engineer,Open Source Contribution,Full-Time,Zoom,Agile,PMP,Chinese,Finance
TL03648,10.61658001930912,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Engineer,Mobile app,Long-Term,Slack,Agile,None,English,Technology
TL03649,1.8633207443567725,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,DevOps,Open Source Contribution,Full-Time,Slack,Agile,None,Korean,Healthcare
TL03650,15.633006702410341,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Cloud infrastructure,Short-Term,Zoom,Agile,PMP,Spanish,Healthcare
TL03651,-3.7494187372171517,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,DevOps,Company Project,Part-Time,Microsoft Teams,Agile,PMP,Spanish,Technology
TL03652,14.743207993489145,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,English,Technology
TL03653,13.75881800954411,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Mobile app,Full-Time,Microsoft Teams,Agile,PMP,Korean,Finance
TL03654,8.84495376765188,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Engineer,Company Project,Mid-Term,Slack,Waterfall,None,Korean,Healthcare
TL03655,-6.656400350532273,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Data Scientist,E-commerce platform,Full-Time,Slack,Waterfall,None,Chinese,Finance
TL03656,-4.026212668429897,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,DevOps,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,AWS Certified,Spanish,Finance
TL03657,9.697192681922244,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,E-commerce platform,Part-Time,Zoom,Agile,PMP,English,Healthcare
TL03658,6.392740169104563,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Mobile app,Freelancer,Slack,Waterfall,PMP,Chinese,Education
TL03659,13.104175377404333,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Scientist,E-commerce platform,Long-Term,Microsoft Teams,Waterfall,None,Chinese,Education
TL03660,7.5431553010280075,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Engineer,Company Project,Long-Term,Slack,Waterfall,PMP,Chinese,Technology
TL03661,6.935258217726256,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Scientist,Mobile app,Long-Term,Zoom,Waterfall,PMP,Korean,Healthcare
TL03662,-8.940415812174553,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Frontend Developer,E-commerce platform,Freelancer,Microsoft Teams,Agile,PMP,English,Healthcare
TL03663,13.768956417583649,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,None,Spanish,Healthcare
TL03664,3.4823461756066747,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Open Source Contribution,Mid-Term,Zoom,Agile,PMP,English,Finance
TL03665,5.236465759046707,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Scientist,Company Project,Part-Time,Zoom,Waterfall,None,Chinese,Healthcare
TL03666,0.5420434469272131,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Scientist,Cloud infrastructure,Part-Time,Slack,Waterfall,None,Korean,Healthcare
TL03667,-2.7477628238208247,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Mobile app,Long-Term,Microsoft Teams,Agile,None,Spanish,Finance
TL03668,18.31052007521003,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Backend Developer,Open Source Contribution,Long-Term,Slack,Waterfall,PMP,Spanish,Technology
TL03669,13.580608482372119,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Company Project,Full-Time,Slack,Waterfall,PMP,Chinese,Finance
TL03670,13.69600166866047,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,E-commerce platform,Mid-Term,Zoom,Agile,None,English,Finance
TL03671,6.506550091016494,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Cloud infrastructure,Mid-Term,Slack,Waterfall,None,Spanish,Healthcare
TL03672,-4.128404502083892,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Frontend Developer,Open Source Contribution,Long-Term,Microsoft Teams,Agile,AWS Certified,Chinese,Education
TL03673,22.713687876970106,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Cloud infrastructure,Part-Time,Zoom,Waterfall,PMP,Chinese,Finance
TL03674,10.971897863072744,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,DevOps,Mobile app,Full-Time,Zoom,Waterfall,None,Spanish,Technology
TL03675,8.97618221509784,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Frontend Developer,E-commerce platform,Part-Time,Slack,Agile,PMP,English,Finance
TL03676,5.509592682890819,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Scientist,E-commerce platform,Mid-Term,Zoom,Agile,AWS Certified,English,Education
TL03677,-6.271832437982074,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Open Source Contribution,Freelancer,Microsoft Teams,Waterfall,AWS Certified,Chinese,Technology
TL03678,15.999710069787923,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Frontend Developer,Open Source Contribution,Full-Time,Slack,Waterfall,PMP,Korean,Finance
TL03679,0.6264537143482061,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Scientist,Open Source Contribution,Part-Time,Slack,Agile,None,Chinese,Education
TL03680,11.84062116421203,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Frontend Developer,Cloud infrastructure,Full-Time,Slack,Agile,None,Chinese,Education
TL03681,13.40827424975727,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,E-commerce platform,Full-Time,Zoom,Waterfall,None,Korean,Finance
TL03682,10.355824574561815,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Engineer,Mobile app,Mid-Term,Microsoft Teams,Waterfall,PMP,Spanish,Healthcare
TL03683,11.30520336824083,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Company Project,Long-Term,Microsoft Teams,Waterfall,PMP,Chinese,Healthcare
TL03684,17.42963003974412,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Backend Developer,E-commerce platform,Part-Time,Slack,Waterfall,AWS Certified,Spanish,Education
TL03685,2.4808673540189714,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Backend Developer,Company Project,Part-Time,Slack,Agile,None,Spanish,Technology
TL03686,9.169904019093565,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Engineer,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,PMP,Chinese,Technology
