ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Field,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
A05787,-0.43287604572995875,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,E-commerce platform,Part-Time,Zoom,Waterfall,PMP,Chinese,Education
A05788,2.0385507120188358,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Cloud infrastructure,Mid-Term,Zoom,Waterfall,PMP,Chinese,Education
A05789,1.920757820759679,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,E-commerce platform,Full-Time,Slack,Waterfall,PMP,Chinese,Finance
A05790,23.183610105855298,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,E-commerce platform,Short-Term,Zoom,Waterfall,AWS Certified,Spanish,Healthcare
A05791,6.8618563747017,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,None,Korean,Finance
A05792,7.556086938711374,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Scientist,Mobile app,Short-Term,Slack,Waterfall,None,Spanish,Finance
A05793,7.478588923598005,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Engineer,Company Project,Long-Term,Microsoft Teams,Agile,AWS Certified,Chinese,Healthcare
A05794,18.874568768739394,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Scientist,Cloud infrastructure,Short-Term,Zoom,Agile,AWS Certified,Chinese,Healthcare
A05795,-3.257545610334022,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,E-commerce platform,Long-Term,Microsoft Teams,Waterfall,PMP,English,Finance
A05796,7.601291068228481,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Company Project,Short-Term,Zoom,Agile,PMP,Chinese,Finance
A05797,-3.3230761657843555,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Mobile app,Mid-Term,Slack,Waterfall,PMP,English,Healthcare
A05798,-8.615349068602551,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Company Project,Part-Time,Microsoft Teams,Agile,PMP,Chinese,Education
A05799,2.8875247811820106,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Company Project,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Technology
A05800,10.901102744303884,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Mobile app,Freelancer,Slack,Waterfall,AWS Certified,Spanish,Healthcare
A05801,2.4433627991785514,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,Mobile app,Freelancer,Zoom,Agile,PMP,Spanish,Finance
A05802,10.786472784626405,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Scientist,E-commerce platform,Part-Time,Zoom,Waterfall,AWS Certified,English,Healthcare
A05803,8.764289378397933,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Backend Developer,E-commerce platform,Part-Time,Slack,Agile,None,Chinese,Technology
A05804,7.047905332340952,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Cloud infrastructure,Freelancer,Slack,Waterfall,None,Chinese,Finance
A05805,16.862333005234994,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Frontend Developer,E-commerce platform,Part-Time,Slack,Waterfall,None,Spanish,Finance
A05806,3.8535925044397406,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,Company Project,Long-Term,Slack,Agile,None,Korean,Finance
A05807,10.680852931228468,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Scientist,Mobile app,Freelancer,Zoom,Agile,PMP,Spanish,Finance
A05808,-4.583915315599434,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Company Project,Freelancer,Microsoft Teams,Waterfall,None,Chinese,Finance
A05809,8.710486831932094,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Mobile app,Freelancer,Zoom,Waterfall,AWS Certified,Spanish,Education
A05810,6.222011564287159,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,DevOps,Company Project,Full-Time,Slack,Waterfall,None,English,Technology
A05811,-0.24412452743650093,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Company Project,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
A05812,10.805581352503216,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Scientist,Mobile app,Part-Time,Microsoft Teams,Agile,PMP,English,Healthcare
A05813,2.8545934731280225,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Company Project,Long-Term,Microsoft Teams,Waterfall,PMP,English,Healthcare
A05814,20.12829572094633,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Engineer,Open Source Contribution,Part-Time,Microsoft Teams,Agile,PMP,English,Finance
A05815,-8.992834755320445,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Frontend Developer,Open Source Contribution,Full-Time,Slack,Waterfall,PMP,English,Healthcare
A05816,9.755373861715908,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Open Source Contribution,Freelancer,Microsoft Teams,Waterfall,PMP,English,Finance
A05817,8.318461972490043,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Frontend Developer,Company Project,Full-Time,Slack,Agile,PMP,Spanish,Finance
A05818,6.056709566287378,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,E-commerce platform,Full-Time,Slack,Waterfall,AWS Certified,English,Finance
A05819,4.320542994987118,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Engineer,Mobile app,Full-Time,Microsoft Teams,Agile,AWS Certified,Spanish,Education
A05820,8.499724014709807,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,DevOps,Open Source Contribution,Freelancer,Slack,Agile,None,English,Finance
A05821,15.44491685610378,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Company Project,Mid-Term,Microsoft Teams,Waterfall,PMP,Chinese,Finance
A05822,-3.668890959395405,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Frontend Developer,Open Source Contribution,Part-Time,Slack,Waterfall,None,Chinese,Finance
A05823,2.3860001235623773,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Frontend Developer,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,None,Korean,Technology
A05824,0.6780858467915349,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,Open Source Contribution,Full-Time,Slack,Waterfall,AWS Certified,English,Healthcare
A05825,0.3497208223850832,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Engineer,Company Project,Part-Time,Slack,Agile,AWS Certified,English,Education
A05826,10.41587996022606,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Open Source Contribution,Full-Time,Zoom,Agile,None,Chinese,Finance
A05827,12.139578373434219,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Cloud infrastructure,Full-Time,Slack,Agile,AWS Certified,Chinese,Finance
A05828,15.46526921539134,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Data Engineer,Company Project,Long-Term,Slack,Agile,PMP,Spanish,Finance
A05829,12.24974756507813,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Engineer,E-commerce platform,Mid-Term,Microsoft Teams,Waterfall,None,Korean,Healthcare
A05830,12.816260995924345,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Backend Developer,E-commerce platform,Short-Term,Zoom,Waterfall,AWS Certified,Chinese,Education
A05831,-1.8488047816780995,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,E-commerce platform,Long-Term,Zoom,Agile,AWS Certified,Spanish,Finance
A05832,18.390385862459645,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,Open Source Contribution,Full-Time,Slack,Agile,AWS Certified,Chinese,Healthcare
A05833,6.553755440653164,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,Company Project,Long-Term,Slack,Waterfall,AWS Certified,English,Healthcare
A05834,15.24083672206428,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,DevOps,Open Source Contribution,Mid-Term,Zoom,Agile,AWS Certified,Chinese,Technology
A05835,-1.599666065467245,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Frontend Developer,E-commerce platform,Full-Time,Zoom,Waterfall,PMP,Chinese,Healthcare
A05836,6.332429980112199,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Cloud infrastructure,Mid-Term,Slack,Agile,AWS Certified,Spanish,Education
A05837,14.611858420249963,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Company Project,Short-Term,Microsoft Teams,Agile,PMP,Chinese,Education
A05838,8.215197102122131,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,PMP,Chinese,Education
A05839,2.749608809553316,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Company Project,Freelancer,Zoom,Agile,None,Spanish,Healthcare
A05840,17.175841363965382,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Mobile app,Full-Time,Microsoft Teams,Waterfall,PMP,Korean,Healthcare
A05841,-0.16840674263353606,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Engineer,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,PMP,English,Finance
A05842,7.877213232930773,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Frontend Developer,Company Project,Part-Time,Zoom,Waterfall,None,Chinese,Finance
A05843,12.49491357525285,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Scientist,Company Project,Short-Term,Microsoft Teams,Agile,None,English,Education
A05844,22.66926924591045,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,None,Chinese,Healthcare
A05845,4.8160082687275105,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Company Project,Mid-Term,Microsoft Teams,Agile,PMP,English,Education
A05846,6.0875537839080325,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Company Project,Long-Term,Slack,Agile,None,Korean,Technology
A05847,4.911525407838582,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,AWS Certified,Chinese,Finance
A05848,9.686951226100435,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,DevOps,Company Project,Mid-Term,Slack,Agile,PMP,English,Healthcare
A05849,12.12972908165559,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Company Project,Freelancer,Microsoft Teams,Agile,PMP,Chinese,Finance
A05850,15.66246598139867,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,DevOps,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Spanish,Technology
A05851,13.304916036867017,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Company Project,Short-Term,Zoom,Waterfall,AWS Certified,Spanish,Education
A05852,4.543261223274037,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Cloud infrastructure,Long-Term,Slack,Waterfall,PMP,English,Education
A05853,13.705616303600205,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Backend Developer,Company Project,Long-Term,Slack,Waterfall,PMP,Spanish,Education
A05854,8.659921255888442,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,DevOps,Company Project,Mid-Term,Slack,Agile,AWS Certified,English,Finance
A05855,13.229453133411752,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,Mobile app,Freelancer,Zoom,Agile,AWS Certified,Spanish,Healthcare
A05856,13.628699143477006,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Frontend Developer,E-commerce platform,Mid-Term,Slack,Agile,None,Korean,Finance
A05857,19.414885311342832,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,DevOps,Open Source Contribution,Full-Time,Zoom,Agile,None,English,Finance
A05858,5.541344841195073,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Scientist,Mobile app,Part-Time,Microsoft Teams,Waterfall,PMP,Korean,Finance
A05859,4.206484782104699,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Company Project,Freelancer,Slack,Waterfall,AWS Certified,Chinese,Healthcare
A05860,11.145756292122071,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Company Project,Mid-Term,Zoom,Waterfall,PMP,Chinese,Finance
A05861,16.28601548289062,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,DevOps,Company Project,Short-Term,Microsoft Teams,Waterfall,AWS Certified,Spanish,Finance
A05862,8.42587708370674,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Company Project,Freelancer,Microsoft Teams,Agile,PMP,Chinese,Education
A05863,16.741743400530062,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Backend Developer,Cloud infrastructure,Freelancer,Zoom,Agile,PMP,Spanish,Healthcare
A05864,12.843637476742233,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Engineer,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,PMP,Chinese,Finance
A05865,6.613465995454812,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,E-commerce platform,Full-Time,Microsoft Teams,Agile,None,English,Healthcare
A05866,11.957821033056154,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Engineer,Open Source Contribution,Short-Term,Slack,Waterfall,None,Chinese,Education
A05867,4.980479012785803,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Mobile app,Full-Time,Microsoft Teams,Waterfall,None,Korean,Finance
A05868,9.687859351832374,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Engineer,Open Source Contribution,Part-Time,Slack,Waterfall,PMP,Chinese,Finance
A05869,0.5184159006731219,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Cloud infrastructure,Long-Term,Zoom,Agile,None,English,Healthcare
A05870,7.54357234470468,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Frontend Developer,Cloud infrastructure,Mid-Term,Slack,Waterfall,PMP,Chinese,Education
A05871,15.008015055945268,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Backend Developer,E-commerce platform,Long-Term,Microsoft Teams,Agile,AWS Certified,English,Healthcare
A05872,13.382501009636593,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,E-commerce platform,Full-Time,Zoom,Agile,AWS Certified,Korean,Healthcare
A05873,12.359800492477376,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Engineer,Mobile app,Short-Term,Zoom,Waterfall,None,Chinese,Technology
A05874,10.029536953915606,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Frontend Developer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,None,Chinese,Education
A05875,9.13735392708626,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Finance
A05876,-0.8369672593017317,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Open Source Contribution,Short-Term,Slack,Agile,None,Spanish,Healthcare
A05877,6.579424513189649,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Cloud infrastructure,Full-Time,Slack,Agile,PMP,Korean,Education
A05878,9.296518646491972,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Scientist,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,AWS Certified,Spanish,Education
A05879,0.16020825755602353,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Scientist,Mobile app,Long-Term,Microsoft Teams,Waterfall,AWS Certified,Korean,Technology
A05880,-4.225103062844701,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,Cloud infrastructure,Full-Time,Zoom,Waterfall,PMP,English,Education
A05881,15.910753040735743,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Backend Developer,Cloud infrastructure,Freelancer,Slack,Agile,PMP,Chinese,Education
A05882,8.375370854999842,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Mobile app,Short-Term,Slack,Agile,AWS Certified,Chinese,Finance
A05883,9.487794633542808,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Open Source Contribution,Short-Term,Microsoft Teams,Waterfall,AWS Certified,Spanish,Technology
A05884,11.903935909331508,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Mobile app,Full-Time,Microsoft Teams,Waterfall,None,English,Education
A05885,1.1544684391607314,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Cloud infrastructure,Full-Time,Microsoft Teams,Waterfall,None,Korean,Healthcare
A05886,5.199488571230052,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Scientist,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,PMP,Chinese,Technology
A05887,18.533715212440114,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,Mobile app,Long-Term,Slack,Agile,None,Korean,Education
A05888,4.604206945513834,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Mobile app,Freelancer,Zoom,Agile,AWS Certified,Korean,Finance
A05889,6.161621523096994,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Frontend Developer,Mobile app,Mid-Term,Microsoft Teams,Waterfall,None,English,Healthcare
A05890,3.340151910872753,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Backend Developer,E-commerce platform,Mid-Term,Zoom,Agile,None,English,Finance
A05891,2.841289729436709,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Mobile app,Part-Time,Microsoft Teams,Waterfall,None,English,Technology
A05892,15.747522404084913,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Backend Developer,Cloud infrastructure,Full-Time,Slack,Waterfall,PMP,Korean,Education
A05893,-9.29246951516468,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,E-commerce platform,Long-Term,Slack,Agile,None,Spanish,Finance
A05894,4.82538751341021,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,Cloud infrastructure,Part-Time,Zoom,Agile,None,Spanish,Finance
A05895,9.595659257924947,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Company Project,Part-Time,Zoom,Agile,None,Korean,Education
A05896,19.880888655234095,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Mobile app,Freelancer,Microsoft Teams,Waterfall,None,Korean,Technology
A05897,0.08456142138670852,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Scientist,E-commerce platform,Part-Time,Zoom,Waterfall,None,Spanish,Education
A05898,-1.106888088359037,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Backend Developer,Mobile app,Full-Time,Microsoft Teams,Agile,None,English,Healthcare
A05899,2.007737116739376,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,E-commerce platform,Freelancer,Zoom,Agile,AWS Certified,Korean,Finance
A05900,12.925052593850051,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Data Scientist,Company Project,Part-Time,Microsoft Teams,Agile,AWS Certified,Spanish,Finance
A05901,8.895768933000166,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Cloud infrastructure,Long-Term,Slack,Waterfall,None,Chinese,Technology
A05902,-2.064294452428216,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Company Project,Short-Term,Slack,Agile,AWS Certified,English,Education
A05903,8.715926316912244,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Data Engineer,Cloud infrastructure,Freelancer,Slack,Waterfall,None,Korean,Finance
A05904,18.864841542603195,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Frontend Developer,E-commerce platform,Long-Term,Slack,Agile,PMP,Korean,Finance
A05905,9.868767706849141,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,E-commerce platform,Full-Time,Slack,Waterfall,PMP,Korean,Healthcare
A05906,9.170290580576244,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,Cloud infrastructure,Part-Time,Slack,Agile,None,English,Finance
A05907,9.590989651280273,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Frontend Developer,Mobile app,Long-Term,Zoom,Agile,AWS Certified,Chinese,Education
A05908,10.917451913519422,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Open Source Contribution,Mid-Term,Slack,Agile,AWS Certified,Spanish,Education
A05909,-0.8372780384209317,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Healthcare
A05910,6.398807640146042,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Frontend Developer,Open Source Contribution,Short-Term,Microsoft Teams,Agile,AWS Certified,English,Healthcare
A05911,6.7634708485342845,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Company Project,Part-Time,Slack,Agile,PMP,English,Finance
A05912,4.640460692853985,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Cloud infrastructure,Short-Term,Zoom,Agile,AWS Certified,English,Education
A05913,12.816118986985902,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Backend Developer,Open Source Contribution,Freelancer,Microsoft Teams,Agile,AWS Certified,Chinese,Finance
A05914,3.588266546533351,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Frontend Developer,Company Project,Full-Time,Microsoft Teams,Agile,AWS Certified,Chinese,Technology
A05915,5.503753085997639,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,E-commerce platform,Mid-Term,Slack,Agile,PMP,Chinese,Healthcare
A05916,-0.7888438598622205,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Frontend Developer,Open Source Contribution,Freelancer,Slack,Waterfall,AWS Certified,Spanish,Technology
A05917,10.664461907143894,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Mobile app,Full-Time,Zoom,Waterfall,AWS Certified,Korean,Education
A05918,14.604078712916827,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Frontend Developer,Mobile app,Long-Term,Microsoft Teams,Waterfall,None,Chinese,Technology
A05919,5.496398735993658,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Scientist,Company Project,Mid-Term,Zoom,Waterfall,None,English,Finance
A05920,13.663810701965172,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Scientist,Cloud infrastructure,Long-Term,Slack,Waterfall,None,Spanish,Finance
A05921,6.992744522359372,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Backend Developer,Open Source Contribution,Part-Time,Zoom,Agile,PMP,Spanish,Healthcare
A05922,-9.647346075926137,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,E-commerce platform,Part-Time,Zoom,Waterfall,None,Chinese,Healthcare
A05923,7.659898129227282,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Backend Developer,Cloud infrastructure,Long-Term,Zoom,Waterfall,None,English,Technology
A05924,6.792724253007477,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Scientist,Mobile app,Freelancer,Zoom,Waterfall,PMP,Chinese,Healthcare
A05925,8.73995859812047,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,E-commerce platform,Part-Time,Slack,Agile,None,English,Technology
A05926,9.789813772337094,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,DevOps,Mobile app,Mid-Term,Zoom,Agile,AWS Certified,Chinese,Healthcare
A05927,3.2392600096085244,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Company Project,Mid-Term,Slack,Waterfall,AWS Certified,Korean,Healthcare
A05928,18.304768196241003,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,PMP,English,Education
A05929,7.557518305271703,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,DevOps,E-commerce platform,Full-Time,Zoom,Agile,None,English,Finance
A05930,6.624313394985288,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Backend Developer,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,None,Korean,Healthcare
A05931,13.224401880198478,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Full-Time,Zoom,Waterfall,PMP,Korean,Finance
